path,if2_frequency_mhz,inductor_q,budget_status,order,stage,component,gain_db,noise_figure_db,cumulative_gain_db,cumulative_nf_db,source_note
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,3,first mixer,ADL5801,-6.100,10.600,-7.600,12.100,UNVERIFIED high-IF upconversion placeholder; characterize actual RF frequency and output tune
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,4,mixer output balun,2450BL15B0200001E,-1.000,1.000,-8.600,12.482,loss budget
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,5,IF selector,BGS12WN6,-0.700,0.700,-9.300,12.782,loss budget
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,6,2426 MHz BAW,QPQ1909,-1.200,1.200,-10.500,13.361,"planning value; channel-integrated typical, not worst-band bound"
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,7,IF gain 1,GRF2013,18.500,1.300,8.000,14.082,manufacturer typical
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,8,"digital attenuation, minimum",PE4312C-Z,-1.700,1.700,6.300,14.095,loss budget
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,9,IF gain 2,GRF2013,18.500,1.300,24.800,14.109,manufacturer typical
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,10,second-mixer balun,2450BL15B0100001E,-1.000,1.000,23.800,14.109,loss budget
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,11,second mixer,LT5560,2.000,11.000,25.800,14.117,UNVERIFIED +2 dB/11 dB NF under actual R79/R80 100-ohm loading; no manufacturer guarantee
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,12,anti-alias LPF,9-pole LC,-3.843,3.843,21.957,14.118,conditional passive-loss/NF equivalent for finite-port/Q scenario; not a noise-wave model
LOW_HF_OPTION_0.01_2.5,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,13,ADC driver,AD8351,21.000,6.000,42.957,14.121,UNVERIFIED power-gain/NF equivalents; R72=33 ohm voltage gain depends on actual ADC load
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,1,input protection/match,port match,-0.700,0.700,-0.700,0.700,loss budget
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,2,2.3-4.2 GHz LNA,GRF4001,15.400,1.000,14.700,1.700,planning value; exact tune and match require measurement
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,3,post-LNA RF selector,QPC6144,-1.700,1.700,13.000,1.747,loss budget
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,4,first mixer,LTC5548,-7.500,7.500,5.500,2.373,conservative conversion-loss estimate
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,5,IF balun,TC1-1-13M+,-1.700,1.700,3.800,2.700,manufacturer typical near 2.5 GHz plus rounding
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,6,IF selector,BGS12WN6,-0.700,0.700,3.100,2.867,loss budget
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,7,2426 MHz BAW,QPQ1909,-1.200,1.200,1.900,3.203,"planning value; channel-integrated typical, not worst-band bound"
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,8,IF gain 1,GRF2013,18.500,1.300,20.400,3.648,manufacturer typical
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,9,"digital attenuation, minimum",PE4312C-Z,-1.700,1.700,18.700,3.656,loss budget
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,10,IF gain 2,GRF2013,18.500,1.300,37.200,3.665,manufacturer typical
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,11,second-mixer balun,2450BL15B0100001E,-1.000,1.000,36.200,3.665,loss budget
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,12,second mixer,LT5560,2.000,11.000,38.200,3.670,UNVERIFIED +2 dB/11 dB NF under actual R79/R80 100-ohm loading; no manufacturer guarantee
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,13,anti-alias LPF,9-pole LC,-3.843,3.843,34.357,3.670,conditional passive-loss/NF equivalent for finite-port/Q scenario; not a noise-wave model
HIGH_A_2.3_4.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,14,ADC driver,AD8351,21.000,6.000,55.357,3.672,UNVERIFIED power-gain/NF equivalents; R72=33 ohm voltage gain depends on actual ADC load
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,1,input protection/match,port match,-0.700,0.700,-0.700,0.700,loss budget
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,2,4.2-6.8 GHz LNA,GRF2101,14.900,1.200,14.200,1.900,planning value; exact tune and match require measurement
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,3,post-LNA RF selector,QPC6144,-1.700,1.700,12.500,1.951,loss budget
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,4,first mixer,LTC5548,-7.500,7.500,5.000,2.617,conservative conversion-loss estimate
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,5,IF balun,TC1-1-13M+,-1.700,1.700,3.300,2.963,manufacturer typical near 2.5 GHz plus rounding
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,6,IF selector,BGS12WN6,-0.700,0.700,2.600,3.139,loss budget
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,7,2426 MHz BAW,QPQ1909,-1.200,1.200,1.400,3.493,"planning value; channel-integrated typical, not worst-band bound"
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,8,IF gain 1,GRF2013,18.500,1.300,19.900,3.959,manufacturer typical
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,9,"digital attenuation, minimum",PE4312C-Z,-1.700,1.700,18.200,3.967,loss budget
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,10,IF gain 2,GRF2013,18.500,1.300,36.700,3.976,manufacturer typical
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,11,second-mixer balun,2450BL15B0100001E,-1.000,1.000,35.700,3.976,loss budget
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,12,second mixer,LT5560,2.000,11.000,37.700,3.982,UNVERIFIED +2 dB/11 dB NF under actual R79/R80 100-ohm loading; no manufacturer guarantee
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,13,anti-alias LPF,9-pole LC,-3.843,3.843,33.857,3.982,conditional passive-loss/NF equivalent for finite-port/Q scenario; not a noise-wave model
HIGH_B_4.2_6.8,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,14,ADC driver,AD8351,21.000,6.000,54.857,3.984,UNVERIFIED power-gain/NF equivalents; R72=33 ohm voltage gain depends on actual ADC load
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,1,input protection/match,port match,-0.700,0.700,-0.700,0.700,loss budget
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,2,6.8-9.2 GHz LNA,GRF2101,15.000,1.340,14.300,2.040,planning value; exact tune and match require measurement
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,3,post-LNA RF selector,QPC6144,-1.700,1.700,12.600,2.088,loss budget
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,4,first mixer,LTC5548,-7.500,7.500,5.100,2.722,conservative conversion-loss estimate
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,5,IF balun,TC1-1-13M+,-1.700,1.700,3.400,3.052,manufacturer typical near 2.5 GHz plus rounding
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,6,IF selector,BGS12WN6,-0.700,0.700,2.700,3.221,loss budget
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,7,2426 MHz BAW,QPQ1909,-1.200,1.200,1.500,3.561,"planning value; channel-integrated typical, not worst-band bound"
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,8,IF gain 1,GRF2013,18.500,1.300,20.000,4.010,manufacturer typical
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,9,"digital attenuation, minimum",PE4312C-Z,-1.700,1.700,18.300,4.018,loss budget
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,10,IF gain 2,GRF2013,18.500,1.300,36.800,4.027,manufacturer typical
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,11,second-mixer balun,2450BL15B0100001E,-1.000,1.000,35.800,4.027,loss budget
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,12,second mixer,LT5560,2.000,11.000,37.800,4.032,UNVERIFIED +2 dB/11 dB NF under actual R79/R80 100-ohm loading; no manufacturer guarantee
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,13,anti-alias LPF,9-pole LC,-3.843,3.843,33.957,4.032,conditional passive-loss/NF equivalent for finite-port/Q scenario; not a noise-wave model
HIGH_C_6.8_9.2,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,14,ADC driver,AD8351,21.000,6.000,54.957,4.034,UNVERIFIED power-gain/NF equivalents; R72=33 ohm voltage gain depends on actual ADC load
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,1,input protection/match,port match,-0.700,0.700,-0.700,0.700,loss budget
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,2,8.0-10 GHz LNA,GRF2101,12.300,1.470,11.600,2.170,planning value; exact tune and match require measurement
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,3,8.0-10 GHz LNA 2,GRF2101,12.300,1.470,23.900,2.243,second manufacturer-tuned stage
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,4,post-LNA RF selector,QPC6144,-1.700,1.700,22.200,2.248,loss budget
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,5,first mixer,LTC5548,-7.500,7.500,14.700,2.319,conservative conversion-loss estimate
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,6,IF balun,TC1-1-13M+,-1.700,1.700,13.000,2.361,manufacturer typical near 2.5 GHz plus rounding
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,7,IF selector,BGS12WN6,-0.700,0.700,12.300,2.383,loss budget
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,8,2426 MHz BAW,QPQ1909,-1.200,1.200,11.100,2.429,"planning value; channel-integrated typical, not worst-band bound"
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,9,IF gain 1,GRF2013,18.500,1.300,29.600,2.496,manufacturer typical
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,10,"digital attenuation, minimum",PE4312C-Z,-1.700,1.700,27.900,2.497,loss budget
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,11,IF gain 2,GRF2013,18.500,1.300,46.400,2.499,manufacturer typical
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,12,second-mixer balun,2450BL15B0100001E,-1.000,1.000,45.400,2.499,loss budget
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,13,second mixer,LT5560,2.000,11.000,47.400,2.500,UNVERIFIED +2 dB/11 dB NF under actual R79/R80 100-ohm loading; no manufacturer guarantee
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,14,anti-alias LPF,9-pole LC,-3.843,3.843,43.557,2.500,conditional passive-loss/NF equivalent for finite-port/Q scenario; not a noise-wave model
HIGH_D_8.0_10,46.250,30,conditional_unverified_mixer_driver_gain_and_noise,15,ADC driver,AD8351,21.000,6.000,64.557,2.500,UNVERIFIED power-gain/NF equivalents; R72=33 ohm voltage gain depends on actual ADC load
